fips,county,state,income-2015,income-1989a,income-1989b,change
46019,Butte County,SD,43572,19876,36695.77519,15.78129261
46021,Campbell County,SD,49569,18069,33359.62778,32.70062381
46023,Charles Mix County,SD,41005,18872,34842.15483,15.02949683
46025,Clark County,SD,60544,19242,35525.26193,41.32323281
46027,Clay County,SD,43902,21071,38902.02651,11.38894239
46029,Codington County,SD,53073,24083,44462.88759,16.22315001
46031,Corson County,SD,31621,16758,30939.21315,2.156120459
46033,Custer County,SD,54309,22765,42029.54931,22.6103421
46035,Davison County,SD,47591,22428,41407.36797,12.9932803
46037,Day County,SD,45131,18185,33573.79109,25.60813833
46039,Deuel County,SD,54087,18861,34821.84624,35.61882479
46041,Dewey County,SD,38337,17746,32763.29374,14.53871262
46043,Douglas County,SD,51915,19566,36123.44221,30.41810227
46045,Edmunds County,SD,56304,19851,36649.6193,34.90760994
46047,Fall River County,SD,44065,21055,38872.48674,11.78375866
46049,Faulk County,SD,47802,19689,36350.52916,23.95604962
46051,Grant County,SD,51251,23758,43862.86108,14.41559954
46053,Gregory County,SD,36150,16957,31306.614,13.3980249
46055,Haakon County,SD,50221,24597,45411.8526,9.575969021
46057,Hamlin County,SD,57278,19885,36712.3913,35.90490013
46059,Hand County,SD,52718,20841,38477.39236,27.01279949
46061,Hanson County,SD,59508,19369,35759.73383,39.90768665
46063,Harding County,SD,57053,22331,41228.28314,27.73687074
46065,Hughes County,SD,60582,27884,51480.42842,15.02355746
46067,Hutchinson County,SD,49558,20052,37020.71262,25.29821095
46069,Hyde County,SD,49820,20691,38200.45705,23.32304887
46071,Jackson County,SD,36308,19411,35837.27572,1.296475389
46073,Jerauld County,SD,49054,19975,36878.55249,24.82049885
46075,Jones County,SD,47362,22742,41987.0859,11.34857925
46077,Kingsbury County,SD,54543,21521,39732.83245,27.15319574
46079,Lake County,SD,55300,22721,41948.31495,24.14409593
46081,Lawrence County,SD,51553,23933,44185.95228,14.29024057
46083,Lincoln County,SD,77540,28227,52113.68717,32.79122109
46085,Lyman County,SD,39527,21054,38870.64051,1.660534549
46087,McCook County,SD,56382,20978,38730.32662,31.30728492
46089,McPherson County,SD,43859,18073,33367.01273,23.92208503
46091,Marshall County,SD,50216,19833,36616.38706,27.08223064
46093,Meade County,SD,55515,24613,45441.39236,18.14574013
46095,Mellette County,SD,34241,16773,30966.90668,9.561909171
46097,Miner County,SD,47970,18061,33344.8579,30.4881011
46099,Minnehaha County,SD,55605,28506,52628.78685,5.352420015
46101,Moody County,SD,54729,24084,44464.73383,18.75471171
46102,Oglala Lakota County**,SD,30391,12501,23079.78897,24.05715846
46103,Pennington County,SD,52217,24859,45895.56628,12.10608369
46105,Perkins County,SD,44132,21482,39660.82927,10.13135759
46107,Potter County,SD,54655,20864,38519.85578,29.52180811
46109,Roberts County,SD,42744,17768,32803.91092,23.25493421
46111,Sanborn County,SD,49638,16882,31168.14634,37.20910121
46115,Spink County,SD,46504,21996,40609.79427,12.67462095
46117,Stanley County,SD,62015,24264,44797.0562,27.76415996
46119,Sully County,SD,58230,25116,46370.04878,20.36742439
46121,Todd County,SD,29193,14080,25994.9947,10.95469908
46123,Tripp County,SD,48289,19976,36880.39873,23.62567308
46125,Turner County,SD,54134,21570,39823.29799,26.43570033
46127,Union County,SD,74439,23058,42570.49629,42.81156882
46129,Walworth County,SD,44480,20699,38215.22694,14.08447182
46135,Yankton County,SD,48991,24483,45201.38176,7.735335551
46137,Ziebach County,SD,33239,14434,26648.56204,19.82742551
47000,Tennessee,TN,47243,23898,44121.33404,6.607679359
47001,Anderson County,TN,44488,27449,50677.31601,-13.91232695
47003,Bedford County,TN,44734,23805,43949.63415,1.753399771
47005,Benton County,TN,36201,19121,35301.86744,2.483722979
47007,Bledsoe County,TN,39730,19372,35765.27253,9.979178116
47009,Blount County,TN,49532,25043,46235.27359,6.655750636
47011,Bradley County,TN,43772,26468,48866.15907,-11.63793993
47013,Campbell County,TN,33092,16478,30422.26723,8.067607784
47015,Cannon County,TN,43864,21611,39898.99364,9.039317807
47017,Carroll County,TN,38412,20708,38231.84305,0.469012147
47019,Carter County,TN,35053,19649,36276.67975,-3.490941561
47021,Cheatham County,TN,56447,28551,52711.86744,6.617061236
47023,Chester County,TN,43452,20208,37308.72534,14.1380711
47025,Claiborne County,TN,35193,16401,30280.1071,13.9598582
47027,Clay County,TN,32750,15811,29190.82821,10.86770013
47029,Cocke County,TN,31355,16900,31201.37858,0.489942341
47031,Coffee County,TN,44452,25651,47357.78473,-6.536904368
47033,Crockett County,TN,38474,19871,36686.54401,4.645880313
47035,Cumberland County,TN,39472,19293,35619.41994,9.760285933
47037,Davidson County,TN,51999,28086,51853.36797,0.280066973
47039,Decatur County,TN,38771,18301,33787.9544,12.85250728
47041,DeKalb County,TN,43804,19195,35438.48887,19.09759642
47043,Dickson County,TN,47621,24663,45533.70414,4.383141606
47045,Dyer County,TN,43391,23172,42780.96713,1.405897246
47047,Fayette County,TN,56710,18864,34827.38494,38.58687191
47049,Fentress County,TN,31824,12874,23768.43478,25.31286205
47051,Franklin County,TN,47286,23891,44108.41039,6.719937418
47053,Gibson County,TN,40789,21793,40235.00848,1.358188522
47055,Giles County,TN,42207,22909,42295.40721,-0.209461016
47057,Grainger County,TN,38103,18407,33983.65536,10.81107694
47059,Greene County,TN,36309,21586,39852.83775,-9.760218546
47061,Grundy County,TN,33595,16432,30337.3404,9.696858452
47063,Hamblen County,TN,39566,23841,44016.09862,-11.24727954
47065,Hamilton County,TN,48943,25829,47686.41463,2.567446552
47067,Hancock County,TN,27987,11652,21512.3351,23.13454425
47069,Hardeman County,TN,37729,18046,33317.16437,11.69348679
47071,Hardin County,TN,36765,18433,34031.65748,7.434632188
47073,Hawkins County,TN,38708,23680,43718.85472,-12.94526899
47075,Haywood County,TN,35216,16333,30154.5631,14.37254914
47077,Henderson County,TN,41328,21373,39459.58961,4.520931069
47079,Henry County,TN,38328,19671,36317.29692,5.246042254
47081,Hickman County,TN,39682,21765,40183.31389,-1.263328189
47083,Houston County,TN,39999,19390,35798.50477,10.50150061
47085,Humphreys County,TN,43657,23558,43493.614,0.374249266
47087,Jackson County,TN,34651,17218,31788.48144,8.260998406
47089,Jefferson County,TN,42669,21859,40356.86002,5.418781736
47091,Johnson County,TN,33402,15139,27950.15801,16.32190286
47093,Knox County,TN,52136,27300,50402.22694,3.325481557
47095,Lake County,TN,29908,15570,28745.88547,3.885631029
47097,Lauderdale County,TN,34715,18820,34746.15058,-0.089732344
47099,Lawrence County,TN,40076,21324,39369.12407,1.763838527
47101,Lewis County,TN,38198,18455,34072.27466,10.80089362
47103,Lincoln County,TN,43694,22556,41643.68611,4.692438073
47105,Loudon County,TN,52787,24509,45249.38388,14.27930384
47107,McMinn County,TN,39207,24135,44558.89183,-13.65034773
47109,McNairy County,TN,37337,19339,35704.34677,4.37274884
47111,Macon County,TN,37865,20658,38139.53128,-0.725026497
47113,Madison County,TN,46694,23372,43150.21421,7.589381484
47115,Marion County,TN,41090,21411,39529.74655,3.797160979
47117,Marshall County,TN,46788,23972,44257.95546,5.407464604
47119,Maury County,TN,50868,24013,44333.65111,12.84569648
47121,Meigs County,TN,41061,22069,40744.56946,0.770635252
47123,Monroe County,TN,37867,19605,36195.44539,4.414277901
47125,Montgomery County,TN,49603,24980,46118.96076,7.023847825
47127,Moore County,TN,52911,27549,50861.93955,3.872654921
47129,Morgan County,TN,46067,18715,34552.29586,24.99555894
47131,Obion County,TN,39946,24076,44449.96394,-11.27513129
47133,Overton County,TN,36316,18271,33732.56734,7.113758844
47135,Perry County,TN,34445,19053,35176.32344,-2.123162827
47137,Pickett County,TN,34714,14558,26877.49523,22.57447938
47139,Polk County,TN,38923,20117,37140.71792,4.578994627
47141,Putnam County,TN,40629,22838,42164.3245,-3.778888223
47143,Rhea County,TN,39863,20538,37917.98303,4.879253862
47145,Roane County,TN,43939,23413,43225.90986,1.622909347
47147,Robertson County,TN,53413,26594,49098.78473,8.077088481
47149,Rutherford County,TN,60022,30230,55811.69671,7.014600126
47151,Scott County,TN,33254,16148,29813.00954,10.34759865
47153,Sequatchie County,TN,43207,19564,36119.74973,16.40301401
47155,Sevier County,TN,41987,22910,42297.25345,-0.738927398
47157,Shelby County,TN,46998,26348,48644.61082,-3.503576358
47159,Smith County,TN,44556,24050,44401.96182,0.345718144
47161,Stewart County,TN,44266,20326,37526.58112,15.22482012
47163,Sullivan County,TN,42277,26372,48688.92047,-15.16645095
47165,Sumner County,TN,59816,31356,57890.55779,3.218941764
47167,Tipton County,TN,54077,22748,41998.16331,22.33636609
47169,Trousdale County,TN,47531,20840,38475.54613,19.05167968
47171,Unicoi County,TN,36641,20878,38545.70308,-5.198283549
47173,Union County,TN,36878,18837,34777.53659,5.695708592
47175,Van Buren County,TN,39348,19877,36697.62142,6.735738993
47177,Warren County,TN,39357,21018,38804.17603,1.404639495
47179,Washington County,TN,45261,23969,44252.41676,2.228371545
47181,Wayne County,TN,34895,18556,34258.74443,1.823343079
47183,Weakley County,TN,38025,21810,40266.39449,-5.894528562
47185,White County,TN,38649,19646,36271.14104,6.152446275
47187,Williamson County,TN,104367,43015,79415.81654,23.90715787
47189,Wilson County,TN,65372,31805,58719.5175,10.17634844
48000,Texas,TX,55668,26134,48249.51644,13.32629799
48001,Anderson County,TX,43062,22991,42446.79852,1.428641226
48003,Andrews County,TX,72184,28105,51888.44645,28.11641576
48005,Angelina County,TX,45428,24088,44472.11877,2.10416754
48007,Aransas County,TX,41560,19086,35237.2492,15.21354859
48009,Archer County,TX,60414,25814,47658.7211,21.11311765
48011,Armstrong County,TX,55198,20869,38529.08696,30.19840038
48013,Atascosa County,TX,49047,20569,37975.21633,22.57382443
48015,Austin County,TX,57960,23778,43899.78579,24.25847862
48017,Bailey County,TX,38299,20613,38056.45069,0.633304553
48019,Bandera County,TX,53662,22309,41187.66596,23.2461221
48021,Bastrop County,TX,56866,22595,41715.68929,26.64212484
48023,Baylor County,TX,38231,16760,30942.90562,19.06331087
48025,Bee County,TX,42540,20477,37805.36267,11.12984797
48027,Bell County,TX,48894,22251,41080.58431,15.98031598
48029,Bexar County,TX,52230,22921,42317.56204,18.97843761
48031,Blanco County,TX,53449,20433,37724.12831,29.42032907
48033,Borden County,TX,63358,25135,46405.12725,26.75727256
48035,Bosque County,TX,47135,20080,37072.40721,21.34845187
48037,Bowie County,TX,42515,24684,45572.47508,-7.191520827
48039,Brazoria County,TX,71230,33662,62147.97667,12.75027844
48041,Brazos County,TX,44767,23792,43925.63309,1.879435553
48043,Brewster County,TX,41785,18053,33330.08802,20.23432328
48045,Briscoe County,TX,42261,17161,31683.24602,25.02958751
48047,Brooks County,TX,30124,14212,26238.69777,12.89769694
48049,Brown County,TX,41981,20373,37613.35419,10.4038632
48051,Burleson County,TX,50113,20266,37415.807,25.3371241
48053,Burnet County,TX,53086,20935,38650.93849,27.19184249
48055,Caldwell County,TX,46093,20187,37269.9544,19.14183412
48057,Calhoun County,TX,50873,23316,43046.82503,15.38374968
48059,Callahan County,TX,44450,21540,39767.91092,10.53338375
48061,Cameron County,TX,34044,16634,30710.27996,9.792386448
48063,Camp County,TX,40768,21618,39911.91729,2.09988892
48065,Carson County,TX,61083,27127,50082.82821,18.00856505
48067,Cass County,TX,39274,20154,37209.02863,5.257858553
48069,Castro County,TX,43372,24833,45847.56416,-5.707747295
48071,Chambers County,TX,77282,28587,52778.33192,31.70682446
48073,Cherokee County,TX,41355,19417,35848.35313,13.31555283
48075,Childress County,TX,37732,17705,32687.59809,13.3690287
48077,Clay County,TX,51234,23658,43678.23754,14.74755526
48079,Cochran County,TX,39398,20053,37022.55885,6.029344498
48081,Coke County,TX,42498,20683,38185.68717,10.14709594
48083,Coleman County,TX,35922,16960,31312.1527,12.83293607
48085,Collin County,TX,86823,47992,88604.53022,-2.051910465
48087,Collingsworth County,TX,38775,17637,32562.05408,16.02307135
48089,Colorado County,TX,47783,20760,38327.8473,19.78769166
48091,Comal County,TX,68362,27376,50542.54083,26.06632219
48093,Comanche County,TX,41155,17779,32824.21951,20.24245046
48095,Concho County,TX,39945,18148,33505.48038,16.12096537
48097,Cooke County,TX,54534,23635,43635.77413,19.98427747
48099,Coryell County,TX,45989,23710,43774.24178,4.815843394
48101,Cottle County,TX,35602,16278,30053.02015,15.58614643
48103,Crane County,TX,65883,28201,52065.68505,20.97250422
48105,Crockett County,TX,53903,24572,45365.69671,15.83827113
48107,Crosby County,TX,34562,19967,36863.78261,-6.659865195
48109,Culberson County,TX,35192,15822,29211.1368,16.99495113
48111,Dallam County,TX,47559,21226,39188.193,17.60088942
48113,Dallas County,TX,51824,30570,56439.41676,-8.905944649
48115,Dawson County,TX,42589,20659,38141.37752,10.44312494
48117,Deaf Smith County,TX,45713,24406,45059.22163,1.430180401
48119,Delta County,TX,42846,18295,33776.87699,21.16679039
48121,Denton County,TX,75898,37358,68971.66278,9.125849458
48123,DeWitt County,TX,47365,18754,34624.29905,26.89897805
48125,Dickens County,TX,39169,14122,26072.53659,33.43578701
48127,Dimmit County,TX,40040,14249,26307.00848,34.29818061
48129,Donley County,TX,36862,17887,33023.61294,10.41285623
48131,Duval County,TX,36986,15335,28312.02015,23.45206254
48133,Eastland County,TX,41944,17022,31426.6193,25.07481571
48135,Ector County,TX,62519,24217,44710.28314,28.48528745
48137,Edwards County,TX,37567,16533,30523.81018,18.74834248
48139,Ellis County,TX,66811,28293,52235.53871,21.81596039
48141,El Paso County,TX,43101,19576,36141.90456,16.14601851
48143,Erath County,TX,45663,21950,40524.86744,11.25228863
48145,Falls County,TX,37912,15564,28734.80806,24.20656241
48147,Fannin County,TX,43733,19954,36839.78155,15.76205257
48149,Fayette County,TX,53173,20068,37050.25239,30.3213052
48151,Fisher County,TX,43082,19373,35767.11877,16.97897319
48153,Floyd County,TX,36859,21572,39826.99046,-8.052281549
48155,Foard County,TX,36466,17640,32567.59279,10.690526
48157,Fort Bend County,TX,95117,43683,80649.1018,15.21063343
48159,Franklin County,TX,43569,21966,40554.40721,6.919123205
48161,Freestone County,TX,48057,21589,39858.37646,17.06020672
48163,Frio County,TX,38809,15026,27741.5334,28.51778349
48165,Gaines County,TX,53297,23837,44008.71368,17.42740927
48167,Galveston County,TX,66173,28051,51788.74973,21.7373404
48169,Garza County,TX,54606,19594,36175.1368,33.75245065
48171,Gillespie County,TX,54180,21131,39012.80064,27.99409259
48173,Glasscock County,TX,74854,28675,52940.80064,29.27458701
48175,Goliad County,TX,52612,20116,37138.87169,29.40988427
48177,Gonzales County,TX,43519,17554,32408.81654,25.52950081
48179,Gray County,TX,49415,26621,49148.63309,0.539040603
48181,Grayson County,TX,48164,25485,47051.30965,2.310211673
48183,Gregg County,TX,48561,26459,48849.54295,-0.594186586
48185,Grimes County,TX,44226,19727,36420.68611,17.64869962
48187,Guadalupe County,TX,64252,25506,47090.08059,26.71032716
48189,Hale County,TX,41999,21586,39852.83775,5.110031782
48191,Hall County,TX,32158,16090,29705.92789,7.625076529
48193,Hamilton County,TX,46181,16863,31133.06787,32.5846823
48195,Hansford County,TX,55215,36659,67681.14422,-22.57745942
48197,Hardeman County,TX,38154,19512,36023.74549,5.583305831
48199,Hardin County,TX,56201,26343,48635.37964,13.4617184
48201,Harris County,TX,56670,29643,54727.95652,3.426933966
48203,Harrison County,TX,46593,22981,42428.33616,8.938389541
48205,Hartley County,TX,66231,43527,80361.08908,-21.33455493
48207,Haskell County,TX,36085,18429,34024.27253,5.710759223
48209,Hays County,TX,61121,24716,45631.55461,25.34226434
48211,Hemphill County,TX,71177,33260,61405.79003,13.72804413
48213,Henderson County,TX,44944,21242,39217.73277,12.74089363
48215,Hidalgo County,TX,35441,16428,30329.95546,14.42127631
48217,Hill County,TX,44965,19550,36093.90244,19.72889483
48219,Hockley County,TX,48768,24559,45341.69565,7.025722498
48221,Hood County,TX,61371,31425,58017.94804,5.463577197
48223,Hopkins County,TX,43284,22205,40995.65748,5.286809269
48225,Houston County,TX,37536,17667,32617.44115,13.10357751
48227,Howard County,TX,47148,22456,41459.06257,12.06612674
48229,Hudspeth County,TX,33048,16564,30581.04348,7.464767979
48231,Hunt County,TX,46632,24333,44924.44645,3.661763494
48233,Hutchinson County,TX,53085,28442,52510.62778,1.081985902
48235,Irion County,TX,64777,24325,44909.67656,30.67033582
48237,Jack County,TX,51711,20768,38342.61718,25.85210656
48239,Jackson County,TX,53667,21845,40331.01273,24.84951138
48241,Jasper County,TX,46541,21612,39900.83987,14.26733445
48243,Jeff Davis County,TX,47654,19728,36422.53234,23.56878259
48245,Jefferson County,TX,47620,25718,47481.4825,0.290880927
48247,Jim Hogg County,TX,36048,16677,30789.66808,14.58702818
48249,Jim Wells County,TX,43028,19014,35104.32025,18.41517092
48251,Johnson County,TX,58685,29495,54454.71368,7.208462674
48253,Jones County,TX,41871,18785,34681.53234,17.17051815
48255,Karnes County,TX,47129,17649,32584.20891,30.86165862
48257,Kaufman County,TX,60438,25152,46436.51326,23.16669437
48259,Kendall County,TX,79108,28436,52499.55037,33.63559896
48261,Kenedy County,TX,40082,18029,33285.77837,16.9557947
48263,Kent County,TX,45338,18980,35041.54825,22.71042337
48265,Kerr County,TX,47389,22617,41756.30647,11.88607806
48267,Kimble County,TX,37448,18526,34203.35737,8.664394974
48269,King County,TX,69588,24522,45273.38494,34.94081603
48271,Kinney County,TX,40840,15548,28705.26829,29.71285922
48273,Kleberg County,TX,40066,21461,39622.05832,1.108025946
48275,Knox County,TX,43238,18571,34286.43796,20.70299745
48277,Lamar County,TX,39433,21495,39684.83033,-0.638628379
48279,Lamb County,TX,41807,19953,36837.93531,11.88572413
48281,Lampasas County,TX,50985,21250,39232.50265,23.05089212
48283,La Salle County,TX,42500,12325,22754.85154,46.45917285
48285,Lavaca County,TX,49752,20257,37399.19088,24.82876893
48287,Lee County,TX,54747,22640,41798.76988,23.65103132
48289,Leon County,TX,47740,18747,34611.3754,27.500261
48291,Liberty County,TX,53552,24047,44396.42312,17.09661055
48293,Limestone County,TX,40655,18025,33278.39343,18.14440186
48295,Lipscomb County,TX,60955,25463,47010.69247,22.87639657
48297,Live Oak County,TX,53184,21067,38894.64157,26.86777683
48299,Llano County,TX,46366,19375,35770.81124,22.85120295
48301,Loving County,TX,59499,28482,52584.4772,11.62124204
48303,Lubbock County,TX,47139,24428,45099.83881,4.325847361
48305,Lynn County,TX,38922,20565,37967.83139,2.45148916
48307,McCulloch County,TX,39900,15442,28509.56734,28.54745028
48309,McLennan County,TX,46264,22571,41671.37964,9.926985044
48311,McMullen County,TX,60709,27022,49888.97349,17.82277177
48313,Madison County,TX,40857,19731,36428.07105,10.84007379
48315,Marion County,TX,35152,17029,31439.54295,10.56115456
48317,Martin County,TX,60815,22240,41060.27572,32.48330886
48319,Mason County,TX,45340,17297,31934.33404,29.56697389
48321,Matagorda County,TX,45073,26282,48522.75928,-7.653715703
48323,Maverick County,TX,34687,13102,24189.37646,30.26385546
48325,Medina County,TX,52831,21177,39097.72747,25.99472381
48327,Menard County,TX,34308,14465,26705.79533,22.15869379
48329,Midland County,TX,79829,30068,55512.60657,30.46060132
48331,Milam County,TX,46433,19938,36810.24178,20.72396403
48333,Mills County,TX,40958,17913,33071.61506,19.25480966
48335,Mitchell County,TX,41977,18732,34583.68187,17.61278351
48337,Montague County,TX,49653,19015,35106.16649,29.29698812
48339,Montgomery County,TX,72428,31540,58230.26511,19.60254997
48341,Moore County,TX,49345,28786,53145.73277,-7.702366537
48343,Morris County,TX,37236,19265,35567.72534,4.48027354
48345,Motley County,TX,40575,17707,32691.29056,19.42996781
48347,Nacogdoches County,TX,39556,21112,38977.72216,1.461921925
48349,Navarro County,TX,41047,20022,36965.32556,9.94390441
48351,Newton County,TX,40345,18675,34478.44645,14.54096803
48353,Nolan County,TX,40052,20119,37144.41039,7.259536621
48355,Nueces County,TX,50188,24163,44610.58643,11.11304211
48357,Ochiltree County,TX,67136,27227,50267.45175,25.12593579
48359,Oldham County,TX,53797,30935,57113.29268,-6.164456536
48361,Orange County,TX,51156,26216,48400.90774,5.385667876
48363,Palo Pinto County,TX,42932,20735,38281.69141,10.8318005
48365,Panola County,TX,50057,23611,43591.46448,12.91634641
48367,Parker County,TX,67545,30330,55996.32025,17.09775667
48369,Parmer County,TX,46827,26478,48884.62142,-4.394091915
48371,Pecos County,TX,45839,21425,39555.59385,13.70755503
48373,Polk County,TX,42746,18510,34173.8176,20.05376502
48375,Potter County,TX,40353,20609,38049.06575,5.709449737
48377,Presidio County,TX,33218,12399,22891.47296,31.08714264
48379,Rains County,TX,46698,20685,38189.37964,18.22052413
48381,Randall County,TX,62080,33506,61859.96394,0.354439522
48383,Reagan County,TX,65948,28765,53106.96182,19.4714596
48385,Real County,TX,34031,13534,24986.95016,26.57591561
48387,Red River County,TX,36347,15021,27732.30223,23.7012622
48389,Reeves County,TX,44470,18581,34304.90032,22.85833074
48391,Refugio County,TX,45562,22421,41394.44433,9.146998976
48393,Roberts County,TX,71859,28766,53108.80806,26.09303211
48395,Robertson County,TX,53635,16881,31166.30011,41.89186146
48397,Rockwall County,TX,92150,40956,75614.41782,17.94420205
48399,Runnels County,TX,39404,18765,34644.60764,12.07844981
48401,Rusk County,TX,49347,22790,42075.7052,14.73502909
48403,Sabine County,TX,36813,17143,31650.01379,14.02489939
48405,San Augustine County,TX,33156,15474,28568.64687,13.83566512
48407,San Jacinto County,TX,42371,19667,36309.91198,14.30480285
48409,San Patricio County,TX,52952,22224,41030.73595,22.51334048
48411,San Saba County,TX,42559,16169,29851.78049,29.85789025
48413,Schleicher County,TX,53886,22794,42083.09014,21.90348117
48415,Scurry County,TX,57385,24869,45914.02863,19.98949441
48417,Shackelford County,TX,51685,21862,40362.39873,21.90693871
48419,Shelby County,TX,41519,17409,32141.11241,22.58697847
48421,Sherman County,TX,54010,28264,52181.99788,3.384562342
48423,Smith County,TX,49364,25588,47241.4719,4.299749011
48425,Somervell County,TX,58040,29438,54349.47826,6.358583286
48427,Starr County,TX,28292,10314,19042.07211,32.69449982
48429,Stephens County,TX,45410,20249,37384.421,17.67359393
48431,Sterling County,TX,62759,24565,45352.77306,27.73502914
48433,Stonewall County,TX,45928,19184,35418.18028,22.88325145
48435,Sutton County,TX,60310,26348,48644.61082,19.34237968
48437,Swisher County,TX,40584,20873,38536.4719,5.045160905
48439,Tarrant County,TX,60735,32247,59535.55355,1.97488507
48441,Taylor County,TX,47388,23914,44150.87381,6.831109549
48443,Terrell County,TX,43815,23222,42873.2789,2.149312114
48445,Terry County,TX,43357,22653,41822.77094,3.538595973
48447,Throckmorton County,TX,43225,18607,34352.90244,20.52538476
48449,Titus County,TX,41538,22981,42428.33616,-2.143425685
48451,Tom Green County,TX,47756,24043,44389.03818,7.050343044
48453,Travis County,TX,65244,27472,50719.77943,22.2613889
48455,Trinity County,TX,37213,17087,31546.6246,15.22687071
48457,Tyler County,TX,40820,18945,34976.93001,14.31423319
48459,Upshur County,TX,45494,22689,41889.23542,7.92360439
48461,Upton County,TX,57085,25991,47985.50477,15.94025616
48463,Uvalde County,TX,37700,17389,32104.1877,14.84300345
48465,Val Verde County,TX,42465,18235,33666.10286,20.7203512
48467,Van Zandt County,TX,47252,21206,39151.26829,17.14368007
48469,Victoria County,TX,55406,27024,49892.66596,9.950788796
48471,Walker County,TX,41429,24755,45703.55779,-10.31779139
48473,Waller County,TX,50746,23566,43508.38388,14.26243668
48475,Ward County,TX,57570,25252,46621.1368,19.01834845
48477,Washington County,TX,51879,24105,44503.50477,14.2167259
48479,Webb County,TX,39237,15992,29524.99682,24.75215532
48481,Wharton County,TX,45198,24590,45398.92895,-0.444552746
48483,Wheeler County,TX,51114,22629,41778.46129,18.2641521
48485,Wichita County,TX,45430,24366,44985.37222,0.978709627
48487,Wilbarger County,TX,43073,20601,38034.29586,11.6980571
48489,Willacy County,TX,30287,14634,27017.80912,10.79403995
48491,Williamson County,TX,78531,32009,59096.14952,24.74799821
48493,Wilson County,TX,68805,23618,43604.38812,36.62613455
48495,Winkler County,TX,55331,25475,47032.8473,14.99729393
48497,Wise County,TX,58367,26704,49301.87063,15.53125803
48499,Wood County,TX,45753,20547,37934.59915,17.08828022
48501,Yoakum County,TX,59752,28645,52885.41357,11.49181019
48503,Young County,TX,49079,22850,42186.47932,14.04372681
48505,Zapata County,TX,35754,14971,27639.99046,22.69399101
48507,Zavala County,TX,27711,11196,20670.45175,25.40705225
49000,Utah,UT,62961,29370,54223.93425,13.87694882
49001,Beaver County,UT,50492,22049,40707.64475,19.37803068
49003,Box Elder County,UT,58380,35454,65456.43054,-12.12132672
49005,Cache County,UT,51951,28456,52536.47508,-1.126975572
49007,Carbon County,UT,47894,29065,53660.83245,-12.04082442
49009,Daggett County,UT,57368,26274,48507.9894,15.44416853
49011,Davis County,UT,72268,36960,68236.86108,5.578041344
49013,Duchesne County,UT,63149,26271,48502.45069,23.19363618
49015,Emery County,UT,54086,35121,64841.63415,-19.88617044
49017,Garfield County,UT,45509,23048,42552.03393,6.49754129
49019,Grand County,UT,44858,19926,36788.08696,17.98990825
49021,Iron County,UT,45118,23682,43722.54719,3.092895984
49023,Juab County,UT,55201,26262,48485.83457,12.16493438
49025,Kane County,UT,47530,24358,44970.60233,5.384804686
49027,Millard County,UT,52206,27029,49901.89714,4.413482863
49029,Morgan County,UT,81358,34251,63235.40933,22.2751182
49031,Piute County,UT,39507,19693,36357.9141,7.970956783
49033,Rich County,UT,58645,32585,60159.58112,-2.582626181
49035,Salt Lake County,UT,65549,30997,57227.75928,12.69468752
49037,San Juan County,UT,39305,22923,42321.25451,-7.673971522
49039,Sanpete County,UT,46929,22463,41471.98621,11.62823368
49041,Sevier County,UT,48711,27205,50226.83457,-3.111893762
49043,Summit County,UT,93235,36280,66981.421,28.15850164
49045,Tooele County,UT,67938,33181,61259.93743,9.829642566
49047,Uintah County,UT,67561,25305,46718.98727,30.84917737
49049,Utah County,UT,65425,27318,50435.45917,22.91102916
49051,Wasatch County,UT,75112,27460,50697.6246,32.50396128
49053,Washington County,UT,54398,24162,44608.74019,17.99562449
49055,Wayne County,UT,41596,19602,36189.90668,12.99666631
49057,Weber County,UT,58786,29884,55172.89926,6.146192533
50000,Vermont,VT,56883,27937,51578.2789,9.325670416
50001,Addison County,VT,58408,28757,53092.19194,9.101164326
50003,Bennington County,VT,50506,26904,49671.11771,1.653035858
50005,Caledonia County,VT,46403,24354,44963.21739,3.102779149
50007,Chittenden County,VT,67112,34810,64267.45493,4.238504394
50009,Essex County,VT,41764,22813,42118.16861,-0.848023683
50011,Franklin County,VT,59280,26719,49329.56416,16.78548557
50013,Grand Isle County,VT,68342,30173,55706.46129,18.48868735
50015,Lamoille County,VT,54076,25192,46510.36267,13.99074881
50017,Orange County,VT,54552,25952,47913.50159,12.16912012
50019,Orleans County,VT,42884,22248,41075.0456,4.218250165
50021,Rutland County,VT,51164,26955,49765.27572,2.733805575
50023,Washington County,VT,56333,28731,53044.18982,5.838159126
50025,Windham County,VT,49298,27308,50416.99682,-2.269862507
50027,Windsor County,VT,53984,28925,53402.35949,1.077431293
51000,Virginia,VA,66263,32555,60104.19406,9.294487027
51001,Accomack County,VA,38690,18041,33307.93319,13.91074388
51003,Albemarle County,VA,71293,.,null,null
51005,Alleghany County,VA,45210,.,null,null
51007,Amelia County,VA,53078,25170,46469.74549,12.45008197
51009,Amherst County,VA,48646,27062,49962.82291,-2.706950018
51011,Appomattox County,VA,49461,27039,49920.35949,-0.928730699
51013,Arlington County,VA,104354,42022,77582.50477,25.65449837
51015,Augusta County,VA,56867,.,null,null
51017,Bath County,VA,44401,21479,39655.29056,10.68829404
51019,Bedford County,VA,54153,.,null,null
51021,Bland County,VA,44727,23501,43388.37858,2.99287102
